url,week_id,week_position,song,performer,song_id,instance,previous_week_position,peak_position,weeks_on_chart,year,month
https://www.billboard.com/charts/hot-100/2020-02-01,2020-02-01,67,Premonition (Intro),Eminem,Premonition (Intro)Eminem,1,,67,1,2020,2
https://www.billboard.com/charts/hot-100/2020-04-18,2020-04-18,67,Pray 4 Love,Rod Wave,Pray 4 LoveRod Wave,1,,67,1,2020,4
https://www.billboard.com/charts/hot-100/2020-06-06,2020-06-06,67,Argentina,Gunna,ArgentinaGunna,1,,67,1,2020,6
https://www.billboard.com/charts/hot-100/2021-04-17,2021-04-17,67,4 Da Gang,42 Dugg & Roddy Ricch,4 Da Gang42 Dugg & Roddy Ricch,1,,67,1,2021,4
https://www.billboard.com/charts/hot-100/2021-05-15,2021-05-15,67,Ramen & OJ,Joyner Lucas & Lil Baby,Ramen & OJJoyner Lucas & Lil Baby,1,,67,1,2021,5
https://www.billboard.com/charts/hot-100/2020-11-14,2020-11-14,52,Safety Net,Ariana Grande Featuring Ty Dolla $ign,Safety NetAriana Grande Featuring Ty Dolla $ign,1,,52,1,2020,11
https://www.billboard.com/charts/hot-100/2020-11-07,2020-11-07,53,Spicy,Ty Dolla $ign Featuring Post Malone,SpicyTy Dolla $ign Featuring Post Malone,1,,53,1,2020,11
https://www.billboard.com/charts/hot-100/2021-01-09,2021-01-09,53,Still Trappin',Lil Durk & King Von,Still Trappin'Lil Durk & King Von,1,,53,1,2021,1
https://www.billboard.com/charts/hot-100/2021-02-13,2021-02-13,53,Should've Ducked,Lil Durk Featuring Pooh Shiesty,Should've DuckedLil Durk Featuring Pooh Shiesty,1,,53,1,2021,2
https://www.billboard.com/charts/hot-100/2021-03-06,2021-03-06,53,Clouds,NF,CloudsNF,1,,53,1,2021,3
https://www.billboard.com/charts/hot-100/2020-04-25,2020-04-25,54,Stupid Again,Tory Lanez,Stupid AgainTory Lanez,1,,54,1,2020,4
https://www.billboard.com/charts/hot-100/2020-05-30,2020-05-30,54,All Bad,Future Featuring Lil Uzi Vert,All BadFuture Featuring Lil Uzi Vert,1,,54,1,2020,5
https://www.billboard.com/charts/hot-100/2020-06-27,2020-06-27,54,Shotta Flow 5,NLE Choppa,Shotta Flow 5NLE Choppa,1,,54,1,2020,6
https://www.billboard.com/charts/hot-100/2020-07-18,2020-07-18,54,Snitchin,Pop Smoke Featuring Quavo & Future,SnitchinPop Smoke Featuring Quavo & Future,1,,54,1,2020,7
